order_id,customer_id,customer_name,product_id,product_name,category,amount,city,order_date
11178,1083,Carla Williams,500,iPhone 14,Electronics,1597.88,Port David,2023-08-27
11179,1245,Justin Smith,500,iPhone 14,Electronics,3860.05,North Ryanchester,2023-02-02
11180,1376,Kimberly Murillo,502,Sony Headphones,Accessories,1146.96,Ambershire,2023-03-08
11181,1232,Michael Martin,502,Sony Headphones,Accessories,4399.27,East Peterfurt,2023-02-14
11182,1159,Angela Smith,502,Sony Headphones,Accessories,1524.57,North Lee,2023-10-31
11183,1848,James Nelson,504,Titan Watch,Fashion,438.76,Andrewhaven,2024-01-01
11184,1887,Michael Cruz,503,Nike Shoes,Fashion,836.24,New Maria,2023-08-20
11185,1987,Tyler Moss,504,Titan Watch,Fashion,4883.05,Browntown,2023-12-19
11186,1412,Melissa Garza,502,Sony Headphones,Accessories,4184.98,East Amanda,2023-06-17
11187,1511,Tanya Patterson,501,Dell Laptop,Electronics,1019.86,Port Vicki,2023-09-22
11188,1113,Michael Cooper,500,iPhone 14,Electronics,2140.9,West Susan,2023-03-26
11189,1852,Yvonne Gonzalez,504,Titan Watch,Fashion,1356.8,Port Nicolefort,2023-01-27
11190,1795,Dr. Rachel Robinson,503,Nike Shoes,Fashion,2976.37,West Tiffanybury,2023-06-22
11191,1747,Brittney Swanson,503,Nike Shoes,Fashion,2894.04,Stacyborough,2023-01-23
11192,1987,Tyler Moss,504,Titan Watch,Fashion,3983.4,Browntown,2023-03-02
11193,1991,Taylor Smith,500,iPhone 14,Electronics,3067.96,Karenhaven,2023-04-28
11194,1677,Kristopher Stephenson,503,Nike Shoes,Fashion,1732.11,East Kendratown,2023-10-21
11195,1082,Marie Smith,504,Titan Watch,Fashion,3328.05,East Carmen,2023-11-26
11196,1695,Michael Ford,504,Titan Watch,Fashion,3441.96,Brownchester,2023-03-26
11197,1109,Scott Frank,503,Nike Shoes,Fashion,675.22,Caitlinport,2023-06-06
11198,1853,Darrell Smith,503,Nike Shoes,Fashion,2748.06,East Jessica,2023-08-08
11199,1000,William Hampton,502,Sony Headphones,Accessories,1944.26,Mitchellside,2023-11-11
11200,1779,Victor Carson,501,Dell Laptop,Electronics,4598.57,Wayneton,2023-03-08
11201,1361,Elizabeth Alexander,500,iPhone 14,Electronics,4023.86,Mcgrathville,2023-10-20
11202,1865,Peter Moreno,500,iPhone 14,Electronics,1158.87,South Jessicastad,2023-10-29
11203,1725,Jeanette Medina,501,Dell Laptop,Electronics,370.06,West Elizabeth,2023-12-10
11204,1226,Wayne Rodriguez,501,Dell Laptop,Electronics,3051.95,South Kurtview,2023-03-27
11205,1524,Ashley Washington,504,Titan Watch,Fashion,934.15,Sarahport,2023-11-27
11206,1909,John Adams,502,Sony Headphones,Accessories,3197.26,Ashleymouth,2023-10-03
11207,1115,Erik Keller,504,Titan Watch,Fashion,322.72,Thomasmouth,2023-01-13
11208,1439,Vicki Whitney,501,Dell Laptop,Electronics,2565.11,Port Ericburgh,2023-01-22
11209,1434,Dr. Derek Benson,504,Titan Watch,Fashion,1257.04,South Lori,2023-10-09
11210,1076,Penny Dyer,503,Nike Shoes,Fashion,4391.65,New Tamara,2023-02-24
11211,1902,Curtis Pineda,503,Nike Shoes,Fashion,3292.33,Davidfort,2023-07-25
11212,1364,Willie Crawford,503,Nike Shoes,Fashion,3063.82,East Stephanie,2023-06-06
11213,1086,Eric Randolph,501,Dell Laptop,Electronics,3803.71,Jeremyborough,2023-11-07
11214,1376,Kimberly Murillo,500,iPhone 14,Electronics,4846.6,Ambershire,2023-04-01
11215,1770,David Brown,501,Dell Laptop,Electronics,4782.18,West Jaime,2023-04-29
11216,1056,Robert Stout,500,iPhone 14,Electronics,1247.82,Port Paula,2023-07-18
11217,1692,Christopher Ochoa,500,iPhone 14,Electronics,978.05,Robinsonville,2023-03-21
11218,1997,Steven Allen,503,Nike Shoes,Fashion,4699.52,West Amberfurt,2023-02-17
11219,1276,Mia Cooley,502,Sony Headphones,Accessories,2841.15,East Mirandamouth,2023-01-31
11220,1270,Douglas Hutchinson,501,Dell Laptop,Electronics,3451.94,Joyhaven,2023-08-07
11221,1039,Amanda Sanchez,501,Dell Laptop,Electronics,2691.2,Huntville,2023-07-14
11222,1983,John Hoffman,500,iPhone 14,Electronics,3593.67,Port Tonichester,2023-10-12
11223,1943,Christina Golden,503,Nike Shoes,Fashion,4672.83,Josephmouth,2023-07-27
11224,1532,Taylor Blanchard,504,Titan Watch,Fashion,1611.33,Scottshire,2023-09-20
11225,1774,Mr. Bruce Davis,501,Dell Laptop,Electronics,3975.44,Stephanieland,2023-03-03
11226,1725,Jeanette Medina,501,Dell Laptop,Electronics,2129.29,West Elizabeth,2023-07-12
11227,1844,Jeffrey Williams,502,Sony Headphones,Accessories,713.39,South Michelle,2023-09-09
11228,1888,Joshua Gross,501,Dell Laptop,Electronics,1777.66,South Tyler,2023-01-29
11229,1503,James Quinn,502,Sony Headphones,Accessories,825.51,New Nicole,2023-06-12
11230,1968,John Morales,500,iPhone 14,Electronics,1469.96,Janeberg,2023-01-18
11231,1522,Julie Roth,500,iPhone 14,Electronics,736.16,East Jennifer,2023-12-18
11232,1495,Margaret Gray,501,Dell Laptop,Electronics,771.95,Jacksonview,2023-03-23
11233,1022,Alan Stone,501,Dell Laptop,Electronics,3317.34,Lucasstad,2023-06-15
11234,1940,David Holmes,504,Titan Watch,Fashion,1260.88,South Timothymouth,2023-04-29
11235,1970,Lisa Sherman,500,iPhone 14,Electronics,4185.15,West Christopherburgh,2023-12-12
11236,1446,Kyle Fox,500,iPhone 14,Electronics,1304.24,Lake Kyliemouth,2023-02-05
11237,1309,Brandy Davis,501,Dell Laptop,Electronics,4580.99,Josephside,2023-12-26
11238,1761,Danny Walker,504,Titan Watch,Fashion,674.52,South Codystad,2023-06-12
11239,1142,Kelli Wilson,501,Dell Laptop,Electronics,1016.53,North Marissaport,2023-10-06
11240,1135,Sandra Turner,501,Dell Laptop,Electronics,4103.77,North James,2023-10-09
11241,1628,Carol Franco,503,Nike Shoes,Fashion,3751.7,Port Brian,2023-11-07
11242,1213,Gabrielle Allen,501,Dell Laptop,Electronics,2189.79,Bradyfurt,2023-07-13
11243,1006,Dennis Washington,502,Sony Headphones,Accessories,4570.25,Heatherville,2023-12-28
11244,1830,Amy Gomez,504,Titan Watch,Fashion,730.39,Ashleyville,2023-03-19
11245,1517,Sabrina Rogers,500,iPhone 14,Electronics,181.81,West Derrickfort,2023-04-16
11246,1883,Andrew Ward,501,Dell Laptop,Electronics,1478.0,Kellyberg,2023-11-09
11247,1012,Eric Sanders,504,Titan Watch,Fashion,3101.23,Priceborough,2023-09-03
11248,1190,Barbara Johnson,503,Nike Shoes,Fashion,4024.28,Amyfort,2023-06-12
11249,1494,Wyatt Chang,503,Nike Shoes,Fashion,1320.13,Morganberg,2023-06-26
11250,1878,Michael Spencer,504,Titan Watch,Fashion,3507.28,Sarahton,2023-10-21
11251,1120,Stacy Abbott,501,Dell Laptop,Electronics,4637.55,Lake Richardland,2023-06-16
11252,1450,Amy Watson,503,Nike Shoes,Fashion,1364.77,West Hannah,2023-03-08
11253,1262,Sandra Smith,500,iPhone 14,Electronics,3275.39,Elliottton,2023-10-06
11254,1187,Kelsey Love,502,Sony Headphones,Accessories,903.88,Robertsbury,2023-02-18
11255,1214,James Williams,501,Dell Laptop,Electronics,1321.45,New Tammy,2023-01-24
11256,1179,Tamara Robertson,502,Sony Headphones,Accessories,3853.33,Port Mary,2023-03-26
11257,1570,Keith Wilson,500,iPhone 14,Electronics,3727.1,Travismouth,2023-03-12
11258,1891,Robert Cunningham,502,Sony Headphones,Accessories,212.83,Matthewberg,2023-09-23
11259,1757,Chris Doyle,500,iPhone 14,Electronics,2495.53,Richardbury,2023-12-19
11260,1082,Marie Smith,500,iPhone 14,Electronics,3676.82,East Carmen,2023-08-27
11261,1950,John Galloway,502,Sony Headphones,Accessories,1576.4,Bauerport,2023-09-28
11262,1080,Cindy Gallagher,504,Titan Watch,Fashion,1466.14,Danielfurt,2023-02-05
11263,1479,Leah Crosby,501,Dell Laptop,Electronics,265.24,West Stephen,2023-06-05
11264,1912,Douglas Gibbs,501,Dell Laptop,Electronics,196.87,Ellisfurt,2023-05-06
11265,1909,John Adams,501,Dell Laptop,Electronics,4357.68,Ashleymouth,2023-06-20
11266,1247,Justin Gonzalez,501,Dell Laptop,Electronics,4751.7,West Mary,2023-05-11
11267,1822,Nicole Anderson,504,Titan Watch,Fashion,4738.98,South Tiffany,2023-09-04
11268,1292,Thomas Brown,500,iPhone 14,Electronics,2892.63,Lake Alicia,2023-08-03
11269,1956,Tracy Riley,504,Titan Watch,Fashion,863.21,Erinstad,2023-04-09
11270,1915,Amanda Stewart,500,iPhone 14,Electronics,4040.33,Johnstad,2023-06-16
11271,1501,Isabella Cruz,503,Nike Shoes,Fashion,1483.65,North Annashire,2023-02-14
11272,1510,Kelly Adams,502,Sony Headphones,Accessories,4222.24,West Mariatown,2023-08-22
11273,1755,Matthew Reynolds,503,Nike Shoes,Fashion,273.53,West Stephanieville,2023-06-20
11274,1584,Jennifer Lindsey,504,Titan Watch,Fashion,4146.69,New Kiaraview,2023-03-04
11275,1680,Steven Hansen,502,Sony Headphones,Accessories,4496.53,Sarahchester,2023-06-11
11276,1179,Tamara Robertson,501,Dell Laptop,Electronics,4083.92,Port Mary,2023-10-28
11277,1955,Michael Galloway,504,Titan Watch,Fashion,4029.58,West Wendy,2023-12-07
11278,1764,Lauren Wilson,502,Sony Headphones,Accessories,856.19,Stephanieburgh,2023-04-26
11279,1969,Sharon Townsend,504,Titan Watch,Fashion,3706.41,Krausestad,2023-05-28
11280,1164,Justin Hart,504,Titan Watch,Fashion,307.25,North Lauren,2023-09-03
11281,1454,Ms. Kathryn Frazier,503,Nike Shoes,Fashion,1236.94,Porterfort,2023-03-04
11282,1215,Susan Perry,504,Titan Watch,Fashion,2078.75,East Kathrynchester,2023-12-15
11283,1444,Sarah Flores DDS,500,iPhone 14,Electronics,2089.67,South Sylvia,2023-09-14
11284,1995,Julie Moore,503,Nike Shoes,Fashion,867.29,West Mauriceview,2023-12-13
11285,1845,Jessica Alexander,502,Sony Headphones,Accessories,4860.62,Riveraborough,2023-07-22
11286,1713,Kevin Vasquez,501,Dell Laptop,Electronics,4609.99,Port Traceymouth,2023-08-14
11287,1396,Audrey Prince,503,Nike Shoes,Fashion,2409.84,South Ashley,2023-09-30
11288,1289,Jennifer Crawford,502,Sony Headphones,Accessories,2377.74,North Craig,2023-10-13
11289,1793,Gerald Smith,501,Dell Laptop,Electronics,3735.28,Bradfordmouth,2023-01-02
11290,1852,Yvonne Gonzalez,501,Dell Laptop,Electronics,3869.82,Port Nicolefort,2023-08-16
11291,1268,Brittany Lawson,502,Sony Headphones,Accessories,1610.63,Port Anthonystad,2023-12-19
11292,1765,Theresa Jones,500,iPhone 14,Electronics,1276.08,New Seanshire,2023-06-12
11293,1547,Jeffrey Butler,500,iPhone 14,Electronics,1992.79,Hollandchester,2023-07-20
11294,1111,Meghan Tucker,500,iPhone 14,Electronics,4084.26,Alexanderberg,2023-12-15
11295,1087,Anthony Wagner,502,Sony Headphones,Accessories,340.51,Michaelton,2023-08-02
11296,1014,Michelle Allen,501,Dell Laptop,Electronics,4281.45,West Nicholas,2023-02-18
11297,1508,Elizabeth Miller,502,Sony Headphones,Accessories,2227.81,Brandyfurt,2023-08-30
11298,1296,Jessica Davenport,503,Nike Shoes,Fashion,2506.3,New Josephview,2023-04-13
11299,1815,Andrea Jackson,500,iPhone 14,Electronics,681.35,New Joshuatown,2023-12-25
11300,1741,Miss Ashley Walsh,500,iPhone 14,Electronics,1456.01,Nicholsonfurt,2023-05-26
11301,1468,Lisa Garcia,503,Nike Shoes,Fashion,1557.36,New Johnview,2023-02-10
11302,1534,Maurice Joseph,501,Dell Laptop,Electronics,2355.97,Scottview,2023-11-21
11303,1732,Shannon Harvey,501,Dell Laptop,Electronics,2734.73,East Brianville,2023-01-28
11304,1240,John Andrews,501,Dell Laptop,Electronics,2822.63,Cherylhaven,2023-03-15
11305,1766,Jonathan Ramirez,503,Nike Shoes,Fashion,4255.01,Kariburgh,2023-07-23
11306,1622,Devon Anderson,501,Dell Laptop,Electronics,4667.23,West Jackie,2023-04-21
11307,1430,Victoria Clark,502,Sony Headphones,Accessories,2224.4,Biancaborough,2023-07-23
11308,1610,John Harper,503,Nike Shoes,Fashion,4494.48,Brittneyville,2023-12-19
11309,1674,Laurie Edwards,503,Nike Shoes,Fashion,3969.74,New Carolinebury,2023-08-31
11310,1036,Perry Garcia,501,Dell Laptop,Electronics,3891.66,Shahmouth,2023-11-01
11311,1987,Tyler Moss,504,Titan Watch,Fashion,4963.18,Browntown,2023-12-23
11312,1965,David Hanna,502,Sony Headphones,Accessories,645.49,Samuelborough,2023-10-31
11313,1540,Heather Swanson,504,Titan Watch,Fashion,269.27,North Cody,2023-07-21
11314,1857,Emily White,504,Titan Watch,Fashion,4112.65,East Josephchester,2023-02-03
11315,1692,Christopher Ochoa,500,iPhone 14,Electronics,3915.54,Robinsonville,2023-01-21
11316,1595,Linda Rodriguez,504,Titan Watch,Fashion,506.89,Mitchellstad,2023-05-06
11317,1812,Emily Edwards,504,Titan Watch,Fashion,2415.67,Port Tammy,2023-02-28
11318,1972,Connor Singleton,500,iPhone 14,Electronics,3075.89,Port Nicholasville,2023-11-17
11319,1361,Elizabeth Alexander,502,Sony Headphones,Accessories,3587.26,Mcgrathville,2023-09-16
11320,1566,Damon Morgan,502,Sony Headphones,Accessories,4443.87,Sandovalberg,2023-09-09
11321,1383,Elizabeth Clark,500,iPhone 14,Electronics,2229.23,North Robertborough,2023-12-27
11322,1698,Heather Moore,500,iPhone 14,Electronics,393.05,New Ashley,2023-05-06
11323,1132,Amanda Cross,502,Sony Headphones,Accessories,1403.75,Rebeccachester,2023-03-15
11324,1825,Jonathan Gray,504,Titan Watch,Fashion,4193.08,East Angelaville,2023-10-26
11325,1444,Sarah Flores DDS,501,Dell Laptop,Electronics,1656.03,South Sylvia,2023-08-03
11326,1860,Michael Golden,502,Sony Headphones,Accessories,4192.55,Port Christie,2023-08-07
11327,1002,Jason Hanna,501,Dell Laptop,Electronics,2535.25,Porterstad,2023-07-18
11328,1840,Dr. Troy Rhodes,503,Nike Shoes,Fashion,2777.45,Adamtown,2023-08-18
11329,1293,Elaine Anderson,503,Nike Shoes,Fashion,2199.31,North Amber,2023-05-13
11330,1078,Julie Pope,501,Dell Laptop,Electronics,3883.49,New Chelsey,2023-05-16
11331,1782,Wanda Compton,502,Sony Headphones,Accessories,4775.3,Katherinechester,2023-09-11
11332,1825,Jonathan Gray,504,Titan Watch,Fashion,3859.01,East Angelaville,2023-08-30
11333,1917,Patricia Ramirez,504,Titan Watch,Fashion,2882.3,New Jessicaborough,2023-12-12
11334,1428,Timothy Henson,501,Dell Laptop,Electronics,2637.8,New Jamiefort,2023-03-14
11335,1185,Steven Sanders,504,Titan Watch,Fashion,2562.86,Davisstad,2023-02-22
11336,1282,Brent Green,504,Titan Watch,Fashion,3543.59,Daughertyburgh,2023-08-11
11337,1125,Mary Carey,500,iPhone 14,Electronics,3272.16,Lake William,2023-05-10
11338,1236,John Barton,503,Nike Shoes,Fashion,4245.97,East Joshuashire,2023-10-19
11339,1623,Sarah Farmer,504,Titan Watch,Fashion,1279.65,East Normafort,2023-08-18
11340,1731,Ashley Shaw,504,Titan Watch,Fashion,1196.92,North Hollyborough,2023-11-08
11341,1213,Gabrielle Allen,503,Nike Shoes,Fashion,3929.97,Bradyfurt,2023-03-05
11342,1109,Scott Frank,504,Titan Watch,Fashion,4431.94,Caitlinport,2023-03-10
11343,1244,Jeremy Osborne,502,Sony Headphones,Accessories,3788.39,Austinburgh,2023-05-04
11344,1337,Lisa Moore,501,Dell Laptop,Electronics,3986.54,Victoriaton,2023-12-25
11345,1501,Isabella Cruz,503,Nike Shoes,Fashion,2620.65,North Annashire,2023-11-02
11346,1184,Jonathan Martin,502,Sony Headphones,Accessories,1447.81,Valenciaborough,2023-06-17
11347,1114,Catherine Kelly,504,Titan Watch,Fashion,1061.35,Schmidtfort,2023-07-20
11348,1056,Robert Stout,504,Titan Watch,Fashion,108.26,Port Paula,2023-06-28
11349,1571,Brittany Leon,503,Nike Shoes,Fashion,498.75,Edwardsland,2023-12-27
11350,1335,Jason Thomas,500,iPhone 14,Electronics,1889.66,Timothytown,2023-06-01
11351,1955,Michael Galloway,503,Nike Shoes,Fashion,4615.47,West Wendy,2023-08-04
11352,1299,Victor Evans,504,Titan Watch,Fashion,4268.49,Jessicamouth,2023-01-18
11353,1970,Lisa Sherman,504,Titan Watch,Fashion,2192.02,West Christopherburgh,2023-11-12
11354,1966,Laura Smith,500,iPhone 14,Electronics,3362.52,East Justinmouth,2023-07-30
11355,1145,Amy Sullivan,501,Dell Laptop,Electronics,2779.56,Lake Julialand,2023-06-29
11356,1573,Sheila Fernandez,501,Dell Laptop,Electronics,2549.21,New Johnland,2023-02-08
11357,1076,Penny Dyer,502,Sony Headphones,Accessories,864.78,New Tamara,2023-05-23
11358,1575,Jacob Thomas Jr.,500,iPhone 14,Electronics,4467.29,Port Edgar,2023-10-05
11359,1153,Jim Velazquez,503,Nike Shoes,Fashion,4930.51,North Brenda,2023-02-05
11360,1880,Amanda Brady,502,Sony Headphones,Accessories,3014.36,Carterport,2023-05-31
11361,1870,Brian Robinson,501,Dell Laptop,Electronics,2771.05,Port Rachelport,2023-10-02
11362,1038,Steven Hill,501,Dell Laptop,Electronics,2754.34,Wattsfurt,2023-06-06
11363,1483,Lisa Hartman,501,Dell Laptop,Electronics,3848.31,Lake Stacy,2023-07-22
11364,1116,Michael Hansen,502,Sony Headphones,Accessories,3761.01,Port Andreahaven,2023-10-26
11365,1257,William Johnson,502,Sony Headphones,Accessories,2426.99,Rogersmouth,2023-09-23
11366,1949,Bernard Santos,503,Nike Shoes,Fashion,2329.45,Wilsonside,2023-11-11
11367,1858,Bradley Bishop,501,Dell Laptop,Electronics,348.53,South Edwardburgh,2023-04-30
11368,1490,Joshua Adams,500,iPhone 14,Electronics,150.4,Sherylbury,2023-08-03
11369,1909,John Adams,504,Titan Watch,Fashion,2673.68,Ashleymouth,2023-12-24
11370,1321,Kimberly Potter,503,Nike Shoes,Fashion,4764.91,Lake Ryan,2023-01-23
11371,1577,Paula Schwartz,500,iPhone 14,Electronics,1923.81,Kaylafort,2023-09-06
11372,1500,Julie Turner,501,Dell Laptop,Electronics,3284.88,Lake Jonathon,2023-08-03
11373,1091,Amy Stevens,500,iPhone 14,Electronics,2139.56,South Christopher,2023-06-13
11374,1355,Aaron Payne,500,iPhone 14,Electronics,4518.54,Lake Emilymouth,2023-04-20
11375,1121,Joshua Sanders,504,Titan Watch,Fashion,4664.51,Gutierrezfort,2023-01-29
11376,1154,David Walker,504,Titan Watch,Fashion,151.84,Heatherland,2023-09-28
11377,1599,Christopher Herrera,503,Nike Shoes,Fashion,1830.63,Veronicaland,2023-09-06
11378,1233,Justin Mays,502,Sony Headphones,Accessories,2433.49,Elizabethview,2023-12-29
11379,1942,Jeffery Dickerson,501,Dell Laptop,Electronics,2530.1,West Scott,2023-10-04
11380,1644,Jessica Robinson,501,Dell Laptop,Electronics,4348.25,Morganland,2023-07-23
11381,1744,Eric Roy,504,Titan Watch,Fashion,2541.91,Norrisland,2023-02-24
11382,1291,John Williams,502,Sony Headphones,Accessories,2001.8,New Amanda,2023-09-03
11383,1003,William Mckay,503,Nike Shoes,Fashion,1693.92,West Heather,2023-01-25
11384,1209,Matthew Cooper,503,Nike Shoes,Fashion,3124.77,Chrisfort,2023-07-26
11385,1953,Andrew Salazar,500,iPhone 14,Electronics,504.57,Pollardview,2023-12-20
11386,1700,Tara Baker,501,Dell Laptop,Electronics,3678.34,Millerfurt,2023-11-17
11387,1611,Joseph Calhoun,502,Sony Headphones,Accessories,4725.63,Michaelville,2023-03-01
11388,1327,Mathew Lee,500,iPhone 14,Electronics,1237.94,Debbieburgh,2023-05-03
11389,1867,Justin Khan,500,iPhone 14,Electronics,2368.91,West Melissafurt,2023-03-26
11390,1286,Terri Flores,503,Nike Shoes,Fashion,2781.04,East Michaelberg,2023-04-02
11391,1877,Ashley Gray,504,Titan Watch,Fashion,2619.2,Port Annastad,2023-12-16
11392,1420,Terry Little,503,Nike Shoes,Fashion,4297.88,Burnettberg,2023-06-10
11393,1231,Sherry Clark,502,Sony Headphones,Accessories,476.69,Port Anthonybury,2023-09-04
11394,1827,Tina Wheeler,500,iPhone 14,Electronics,3184.97,Youngton,2023-05-29
11395,1464,Margaret Martin,503,Nike Shoes,Fashion,1149.42,Torresport,2023-06-22
11396,1334,Tammy Mayer,500,iPhone 14,Electronics,4005.82,South Dawnbury,2023-07-30
11397,1331,Pamela Chapman,502,Sony Headphones,Accessories,3630.34,Hawkinsville,2023-06-22
11398,1962,James Hernandez,504,Titan Watch,Fashion,2854.86,Toddborough,2023-03-30
11399,1230,Michael Hernandez,503,Nike Shoes,Fashion,2738.38,North Janice,2023-09-11
11400,1344,Heather Glover,501,Dell Laptop,Electronics,4561.02,East Michelefort,2023-10-05
11401,1731,Ashley Shaw,504,Titan Watch,Fashion,3530.94,North Hollyborough,2023-04-24
11402,1090,Wendy Anderson,500,iPhone 14,Electronics,2441.08,Tuckerchester,2023-07-16
11403,1087,Anthony Wagner,502,Sony Headphones,Accessories,2343.37,Michaelton,2023-08-27
11404,1436,Elizabeth Nelson,502,Sony Headphones,Accessories,1506.21,West Carolynton,2023-10-15
11405,1726,Mark Martin,500,iPhone 14,Electronics,1530.68,West Benjaminberg,2023-02-23
11406,1360,Steven Jensen,503,Nike Shoes,Fashion,2944.45,South Elizabethville,2023-11-22
11407,1165,Denise Stewart,503,Nike Shoes,Fashion,1368.74,Webbside,2023-09-18
11408,1405,William Pope,500,iPhone 14,Electronics,2480.19,Lake Peter,2023-12-26
11409,1233,Justin Mays,501,Dell Laptop,Electronics,787.25,Elizabethview,2023-01-03
11410,1528,Linda Young,504,Titan Watch,Fashion,3199.28,East Randallstad,2023-07-06
11411,1172,Hayley Ruiz,501,Dell Laptop,Electronics,4210.23,South Donaldshire,2023-02-12
11412,1494,Wyatt Chang,502,Sony Headphones,Accessories,1311.73,Morganberg,2023-11-01
11413,1655,Allison Boyle,501,Dell Laptop,Electronics,1398.9,Bradleyton,2023-08-15
11414,1848,James Nelson,502,Sony Headphones,Accessories,3104.02,Andrewhaven,2023-08-21
11415,1681,Kimberly Patel,502,Sony Headphones,Accessories,1579.81,Port Rachelville,2023-04-08
11416,1769,Cheryl Hall,502,Sony Headphones,Accessories,1616.2,New Juanberg,2023-06-26
11417,1997,Steven Allen,504,Titan Watch,Fashion,4120.2,West Amberfurt,2023-08-22
11418,1229,Tonya Jordan,500,iPhone 14,Electronics,1049.74,Port Melissa,2023-07-01
11419,1731,Ashley Shaw,502,Sony Headphones,Accessories,2175.37,North Hollyborough,2023-02-06
11420,1506,Destiny Gill,503,Nike Shoes,Fashion,905.83,Wrightborough,2023-08-14
11421,1121,Joshua Sanders,503,Nike Shoes,Fashion,510.65,Gutierrezfort,2023-08-17
11422,1550,Sheila Smith,502,Sony Headphones,Accessories,3537.17,Andradeside,2023-09-20
11423,1477,Justin Webster,500,iPhone 14,Electronics,3966.99,North Jason,2023-01-16
11424,1755,Matthew Reynolds,500,iPhone 14,Electronics,3159.83,West Stephanieville,2023-01-01
11425,1737,Justin Hoffman,500,iPhone 14,Electronics,102.5,South Alexisbury,2023-03-28
11426,1975,Stephen Thomas,500,iPhone 14,Electronics,205.38,Heatherbury,2023-05-11
11427,1562,Kelsey Brown,501,Dell Laptop,Electronics,3791.59,Port Leonard,2023-09-02
11428,1257,William Johnson,501,Dell Laptop,Electronics,3671.46,Rogersmouth,2023-06-22
11429,1978,Patricia Carter,504,Titan Watch,Fashion,2712.94,Theresabury,2023-01-01
11430,1190,Barbara Johnson,503,Nike Shoes,Fashion,4043.25,Amyfort,2023-09-27
11431,1665,Allison Campbell,503,Nike Shoes,Fashion,3047.2,Berrybury,2023-02-08
11432,1560,Leslie Moore,500,iPhone 14,Electronics,1860.99,East Stevenborough,2023-01-06
11433,1180,Anthony Owens,503,Nike Shoes,Fashion,1837.88,New Allenborough,2023-04-06
11434,1353,Sandra Friedman,501,Dell Laptop,Electronics,2293.85,Johnsonland,2023-10-04
11435,1779,Victor Carson,504,Titan Watch,Fashion,4515.7,Wayneton,2023-01-03
11436,1200,Laura Haynes,501,Dell Laptop,Electronics,2722.26,Jesseborough,2023-09-14
11437,1097,Brittney Brady,504,Titan Watch,Fashion,103.73,Colonhaven,2023-09-03
11438,1728,Rodney Morrison,501,Dell Laptop,Electronics,2049.23,New Jasonfort,2023-11-28
11439,1877,Ashley Gray,501,Dell Laptop,Electronics,4312.79,Port Annastad,2023-06-24
11440,1847,Bradley Green,500,iPhone 14,Electronics,1273.94,Jeremystad,2023-04-02
11441,1089,Rachel Mathews,501,Dell Laptop,Electronics,4080.45,West Kylehaven,2023-09-10
11442,1024,Randy Crawford,501,Dell Laptop,Electronics,665.51,East Paulchester,2023-01-27
11443,1431,Nicole Phillips,503,Nike Shoes,Fashion,2917.38,Brownport,2023-06-09
11444,1563,Brian Barnes,501,Dell Laptop,Electronics,3013.17,Port Lisa,2023-08-31
11445,1197,Susan Tyler,501,Dell Laptop,Electronics,3894.87,New Monica,2023-06-24
11446,1680,Steven Hansen,504,Titan Watch,Fashion,1991.16,Sarahchester,2023-03-11
11447,1500,Julie Turner,501,Dell Laptop,Electronics,1145.91,Lake Jonathon,2023-05-02
11448,1048,Kelly Garcia,501,Dell Laptop,Electronics,325.05,Lake Joanmouth,2023-10-18
11449,1331,Pamela Chapman,500,iPhone 14,Electronics,2707.44,Hawkinsville,2023-06-20
11450,1451,Elizabeth Cummings,502,Sony Headphones,Accessories,3203.44,North Christopher,2023-06-20
11451,1184,Jonathan Martin,504,Titan Watch,Fashion,4516.75,Valenciaborough,2023-08-20
11452,1321,Kimberly Potter,503,Nike Shoes,Fashion,2446.99,Lake Ryan,2023-12-04
11453,1355,Aaron Payne,502,Sony Headphones,Accessories,4056.45,Lake Emilymouth,2023-06-28
11454,1367,Christopher Suarez,504,Titan Watch,Fashion,812.43,Galvanland,2023-03-17
11455,1617,Shannon Buck,504,Titan Watch,Fashion,4685.07,North Danabury,2023-08-27
11456,1214,James Williams,502,Sony Headphones,Accessories,1549.22,New Tammy,2023-11-24
11457,1239,Terry Johnson,503,Nike Shoes,Fashion,1453.87,North Chelseystad,2023-04-22
11458,1810,Joshua Johnson,502,Sony Headphones,Accessories,4816.0,Pattersonburgh,2023-08-23
11459,1540,Heather Swanson,500,iPhone 14,Electronics,4166.85,North Cody,2023-08-29
11460,1705,Lori Russell,503,Nike Shoes,Fashion,2196.84,Salazarmouth,2023-01-23
11461,1614,David Johnson,500,iPhone 14,Electronics,2264.85,South Annetteville,2023-10-13
11462,1171,Mario Anderson,504,Titan Watch,Fashion,980.96,Lake Heather,2023-02-23
11463,1246,Patrick Anderson,502,Sony Headphones,Accessories,1393.12,South Amanda,2023-06-11
11464,1261,Anthony Proctor,502,Sony Headphones,Accessories,3447.38,Hollyhaven,2023-03-12
11465,1561,Robert Skinner,502,Sony Headphones,Accessories,3915.12,Phillipland,2023-07-21
11466,1318,Meredith Hooper,502,Sony Headphones,Accessories,3478.06,Jamesmouth,2023-12-07
11467,1780,John Patton,500,iPhone 14,Electronics,4528.16,New Jacqueline,2023-11-27
11468,1876,Rodney Pham,504,Titan Watch,Fashion,1208.73,Foxside,2023-06-18
11469,1078,Julie Pope,500,iPhone 14,Electronics,1475.34,New Chelsey,2023-10-19
